file_name,text,true_class,predicted_class
in_Society_2857775.txt,"The Online Ethics Center for Engineering and Science Provides ""engineers, scientists and science and engineering students with resources useful for understanding and addressing ethically significant problems that arise in their work life."" ",Science,Technology
in_Society_2857471.txt,"IEEE Society on Social Implications of Technology Addressing such issues as environmental, health and safety implications of technology, engineering ethics and professional responsibility. ",Science,Science
Sciences_2864169.txt,"Appui au DÃÂ©veloppement Autonome (ADA) Microfinance organization based in Luxembourg. Financial support and technical services for microfinance institutions. Publications, library and database. Specialised in French publications. ",Social,Chemistry
2855940.txt,Science First A family-owned designer and manufacturer of hands-on science labs. ,Physics,Instruments
and_Supplies_2841872.txt,"Meadows Instrumentation Used and refurbished lab equipment, Waters HPLC, autosamplers, mass spectrometers, pharmaceutical equipment and analytical instruments. ",Instruments,Instruments
2880292.txt,Global ID Magazine Describes the activity and the products of the leading identification (ID) technology suppliers in the world. Includes excerpts of back issues and list of staff. ,Technology,Technology
2844674.txt,"Online Matrix Calculator Calculates matrix determinant and inverse. Performs LU, Cholesky, QR, SVD decompositions. Calculates eigenvalues and eigenvectors. ",Math,Math
in_Society_2857867.txt,ReligiousTolerance.org on Evolution and Creationism Overview and history of the Evolution/Creation debate. ,Science,Science
2850907.txt,"PLS_Toolbox A chemometric toolbox for chemical engineers and analytical chemists to explore their data and build predictive modelsoutines. It is named after the Partial Least Squares (PLS) regression method, the standard calibration method in many chemical applications. (not free) ",Math,Chemistry
2823756.txt,"Visual Elements: Bohrium Image, source, general and physical information, and ionisation energies. ",Chemistry,Chemistry
Sciences_2869612.txt,ClickOnFrench Online French course for beginners ,Social,Math
in_Society_2857946.txt,"TrueAuthority.com Experts test claims on subjects including dinosaurs, creation/evolution, and cryptozoology. ",Science,Science
2790571.txt,"The MMT Observatory Is 6.5 meters in diameter and provides historical information, public access information, and visual resources. ",Astronomy,Astronomy
2881520.txt,"Canadian Nuclear Association The CNA is a non-profit organization which promotes the development and growth of nuclear technologies for peaceful purposes. Includes annual conference info, member roster and educational resources. [English/French] ",Technology,Physics
2824983.txt,Working out the Structure of the Atom A summary of the foundations for our understanding of atomic structure. ,Chemistry,Chemistry
2810286.txt,"Betulaceae Describes the distinguishing characteristics of the birch family, comprising 6 genera. ",Biology,Biology
Sciences_2867525.txt,"French Studies Society for French Studies publishes articles/reviews including: language and linguistics, all periods and aspects of literature in France and the French-speaking world, thought and the history of ideas, cultural studies, film, and critical theory. ",Social,Social
2847293.txt,"FoLLI European Association for Logic, Language and Information. Meetings and publications. ",Math,Social
2834625.txt,"Maui Invasive Species Committee (MISC) A voluntary partnership of private, government, and non-profit organizations organized to prevent new pest species from becoming established in Maui County and to stop established pests from spreading wherever possible. ",Environment,Environment
Sciences_2874718.txt,Transactional Analysis Page at Working Minds Philosophy A collection of links and recommendations of books on the subject. ,Social,Math
2823523.txt,Doc Brown's Chemistry Clinic Revision notes and quizzes for UK KS3 science (US grades 6-9) and GCSE/AS/A2/IB/K12 level (US grades 9-12) students. ,Chemistry,Chemistry
2785682.txt,Hong Kong Government Artificial Reef Projects Information about efforts aimed at enhancing fisheries and other marine resources in the region. ,Agriculture,Environment
2852923.txt,Over Unity Quantum Engines Quantum power devices which yield a unified theory and a darwinian selection mechanism. ,Physics,Physics
and_Supplies_2839927.txt,"Labbay European electronic marketplace for new and used laboratory equipment, consumables, spares and accessories, software and service partners. ",Instruments,Instruments
2881751.txt,"IEA Bioenergy An international collaboration to accelerate the use of environmentally sound and cost-competitive bioenergy on a sustainable basis. Includes tasks, research and development networks, case studies, library, directory and media centre. ",Technology,Technology
2787007.txt,BIE: Irrigation Engineering Software Computer software developed by the Software Engineering Division of the Biological and Irrigation Engineering Department. ,Agriculture,Technology
Sciences_2862296.txt,"Australian Rock Art Research Association Group whose focus is in the fields of rock art, palaeoart studies and cognitive archaeology. Discussion forum, book reviews, announcements, and rock art gallery. ",Social,Social
Sciences_2826581.txt,International Geosphere-Biosphere Programme Programme is focused on acquiring basic scientific knowledge about the interactive processes of biology and chemistry of the earth as they relate to Global Change. ,Earth,Environment
2885983.txt,"TGV-Rockets Features description and news of the Michelle-B design, entered in the x-prize competition. ",Technology,Biology
2789464.txt,Stellar Telescopes Stellar beginner telescopes are mounted on unique single-arm altazimuth mounts for easy assembly and operation. Located in Malaysia. ,Astronomy,Astronomy
2887317.txt,A Guide to Oregon Covered Bridges Oregon Department of Transportation offers photographs and brief histories of a selection of the over 50 surviving spans in the state. ,Technology,Technology
in_Society_2858054.txt,"North Texas Skeptics An organization devoted to promoting the use of science and rational thinking in viewing the world. Features events, newsletter, cartoons, and articles. ",Science,Science
2789180.txt,Solar System Live Interactive Orrery of the web with links to other software. ,Astronomy,Astronomy
Sciences_2862843.txt,"Cotterill, Rodney M.J. Neurophysiology of consciousness, considered as an active process. Implications of this view for understanding autism. (Danish Technical University, Denmark) ",Social,Technology
2834561.txt,Connecticut State Museum of Natural History BioBlitz Brings together scientists from the University of Connecticut and other organizations from across the region in a race against time to see how many species they can count in a 24-hour biological survey of a Connecticut park. ,Environment,Chemistry
2884293.txt,"Australian Mine Rescue Consultants AMRC is an emergency response and rescue consultancy providing emergency management and planning, auditing and training to the mining industry. ",Technology,Technology
2853437.txt,PowDLL A .NET dynamic link library used for the interconversion procedure between variable formats of Powder X-Ray files. The DLL is capable of handling 14 file formats (binary and ASCII). ,Physics,Instruments
2784204.txt,University of New England: School of Environmental and Rural Science Describes the teaching activities and course outlines. Introduction to the research areas. ,Agriculture,Science
2785219.txt,"Natural Fibers Information Center Information clearinghouse on the natural fibers, oilseeds, and related industries, offered by the University of Texas. Presents technology and industry news, a photo gallery, and a collection of links. ",Agriculture,Technology
2784364.txt,"Beekeeping and Children Information about bees and beekeeping: activities, safety, harvesting honey, and recipes. Presented by a 4-H club in California. ",Agriculture,Agriculture
Sciences_2827956.txt,"Sinkholes and the Engineering and Environmental Impacts of Karst Information about past and future conferences held by PELA based in Tennessee, USA. ",Earth,Environment
2800060.txt,"Roller Information from Wikipedia on the Caraciidae, an Old World family of near-passerine birds, related to the kingfishers and bee-eaters. ",Biology,Biology
Sciences_2830979.txt,"Tethys Research Institute is a non-profit NGO dedicated to the preservation of the marine environment. It focuses on marine animals and particularly on cetaceans inhabiting the Mediterranean Sea, and aims at protecting its biodiversity by promoting the adoption of a precautionary approach for the management of natural resources. ",Earth,Environment
2855786.txt,Czech Institute of Plasma Physics Institute is located in Prague and is a part of the Czech Academy of Sciences. Its mission is to perform research in the field of plasma physics and applications. ,Physics,Physics
2787446.txt,Soil Fertility Answers questions related to the enhancement and maintenance of soil fertility. ,Agriculture,Agriculture
Sciences_2830033.txt,Channelnewsasia.com - Killer Waves News coverage the tsunami and the recovery efforts. ,Earth,Earth
2884366.txt,Nanoshop A selection of nanotechnology related products. ,Technology,Technology
2803849.txt,"Hard Clam Information on this shellfish, Mercenaria mercenaria, its description, life cycle and habitat. ",Biology,Biology
2880179.txt,"Capacitor-Bank Discharge Experiments William Beaty describes some dangerous high voltage experiments he has performed, and provides links to related sites. ",Technology,Technology
in_Society_2857566.txt,"FBI's DNA Program Congressional Statement 2001, with link to previous years, by Forensic Analysis Branch, before the Subcommittee on Crime of the House Judiciary Committee, Washington, DC. ",Science,Science
2847439.txt,"Journal of Logic, Language and Information Explores the foundations of natural, formal, and programming languages, as well as the different forms of human and mechanized inference. It covers the logical, linguistic, and information-theoretic parts of the cognitive sciences. Free tables of contents and abstracts. Full text to subscribers. ",Math,Social
Sciences_2859897.txt,"Center for Heritage Resource Studies - New Philadelphia, Illinois Field School Features details of recent research, FAQs, and contact information. ",Social,Social
2839250.txt,"Texas Water Resources Institute Serves as a focal point for water-related research at Texas universities, encouraging discussion of statewide issues through meetings and multi-university studies. Includes calendar of events, newsletters, and reports. ",Environment,Environment
and_Supplies_2841148.txt,Microscope Repair Service Microscope repair and service. ,Instruments,Instruments
2824984.txt,Atomic Structure Timeline Timeline for the development of atomic structure. Democritus (&amp;lt;1704) to Fermi (1950s+.) ,Chemistry,Chemistry
Sciences_2865766.txt,Philip H. Wicksteed From the History of Economic Thought website. ,Social,Social
Sciences_2828782.txt,"Giovanni Guglielmo's Research Page on Salt Tectonics Contains free computer animations, 3-D visualization, and interpretations of physical and finite element models of salt tectonics. These materials are useful for geological research, teaching, brainstorming, and seismic interpretation. ",Earth,Technology
2842563.txt,"GÃÂ¶ttingen, Georg August University Faculty of Mathematics. ",Math,Math
and_Supplies_2842232.txt,"SteelSentry Industrial Furniture Manufacturers of laboratory, industrial and technical furniture including workbenches, workstations and rover carts. ",Instruments,Instruments
2785998.txt,Henry Doubleday Research Association. The HDRA researches and promotes organic gardening in the UK. ,Agriculture,Science
2836298.txt,"Umwelt- und Recyclingtechnologie GmbH Offers construction of storage facilities for hazardous materials, fire protection modular containers, water protection containers, collecting systems and related engineeing services. ",Environment,Technology
2791650.txt,"Curious about Astronomy: Supernovae Article on these catastrophic stellar deaths, with answers to many questions people have asked. ",Astronomy,Astronomy
2854834.txt,Princeton Plasma Physics Laboratory (PPPL) The U.S. National Laboratory dedicated to developing fusion energy science. ,Physics,Physics
2879772.txt,"Lightning &amp; Other Power Quality Issues Forum for discussing techniques for protecting people, electronics and structures from lightning and power quality anomalies. ",Technology,Physics
2824198.txt,"USGS Minerals Information: Molybdenum Statistics and information on the worldwide supply, demand, and flow of the element (PDF format). ",Chemistry,Chemistry
2814906.txt,"Persicaria amplexicaulis Photographs, diagnostic features, habitat and distribution of red bistort. ",Biology,Biology
2853614.txt,"The Cathode Ray Tube site Images and history of old technical glassware and physical instruments, many of which are used for demonstrations in courses worldwide. ",Physics,Physics
Sciences_2831127.txt,"Skidaway Institute of Oceanography Multidisciplinary research institute, part of the University System of Georgia. Includes news and information on research, education and publications. ",Earth,Earth
2821088.txt,"Whale Song Information from Wikipedia on the production of sounds by whales and their purpose, with some audio clips. ",Biology,Agriculture
Sciences_2867872.txt,"Anguish Languish by Howard L. Chace This 1956 book uses English strictly for its sounds, not meanings. Words become warts, and English Language becomes Anguish Languish. ",Social,Social
2834988.txt,"EcoAction Canadian government site reporting official actions concerning climate change, and suggesting ways people can help. ",Environment,Environment
and_Supplies_2842193.txt,"Arredi Tecnici Villa a.s.p. Italian suppliers of furniture for industrial laboratories, research centres, universities, schools, and hospitals. Products include benches, cupboards, work surfaces, service panels, and technical modules. ",Instruments,Instruments
2838418.txt,"Marin County Stormwater Pollution Prevention Program Public education resource about watersheds, water quality, and preventing water pollution. ",Environment,Environment
Sciences_2829329.txt,"Remote Sensing and Photogrammetry Society UK organization for remote sensing and photogrammetry and their application in education, science, research, industry, commerce and the public service. ",Earth,Science
2844781.txt,"Kleinian Groups Pictures Discusses the mathematical theory of Kleinian groups. Includes illustrations, examples, formalism and program source code. ",Math,Math
Sciences_2867857.txt,"Amousfay Eftlay-Andershay M.K. Holder's list of famous left handers, in Pig Latin. ",Social,Science
and_Supplies_2840278.txt,Epsilon Engineering Robotics automation technology using conveyor and material handling systems. Other work includes CAD drafting and factory layout design. ,Instruments,Technology
2837985.txt,The HAZWOPER Pro Offers evironmental and safety training courses. ,Environment,Social
2847191.txt,Intuitionistic logic Wikipedia (free encyclopedia) article. ,Math,Math
and_Supplies_2840690.txt,"Recorder Company Manufacturer of strip chart recorders, XY plotters, plotter pens, thermal printers and supplies. ",Instruments,Instruments
and_Supplies_2840803.txt,"A M Glassware Karl Fischer electrodes, general laboratory glassware and complimentary glassware producers ",Instruments,Instruments
in_Society_2858097.txt,Skeptico Critical thinking for an irrational world. ,Science,Science
2851648.txt,Nesstar Software system for data publishing and online statistical analysis. Converts data into the user's desired format. ,Math,Math
in_Society_2857476.txt,Noise UK-wide campaign funded by EPSRC to raise awareness of science and engineering among young people. ,Science,Science
2887330.txt,Venice Famous Bridges Brief illustrated article describes the Ponte di Rialto and the Ponte dei Sospiri. ,Technology,Technology
2819905.txt,Kaushik Ghose Behavioural experiments on flying bats. Beam patterns. Neural models. ,Biology,Technology
in_Society_2858026.txt,"The Jackalope Conspiracy Hoax site contains user submitted sightings, doctored images, and related humour. ",Science,Science
2789889.txt,"Solar Eclipse 1999, Stephen O'Brien's Eye-Witness Account Britain's renowned visionary Stephen O'Brien gives a historical, spiritual report on the last total solar eclipse before the millennium (11th August 1999), seen from Wales with 97% coverage of the sun's disc. ",Astronomy,Astronomy
2789596.txt,"David Chandler Company Quality software and publications for astronomy and astronomy education. Manufactures the Deep Space Navigator telescope to computer interface, motor drives for Dobsonian mounted telescopes, high resolution optical encoders, plus custom encoder mounting hardware. ",Astronomy,Astronomy
Sciences_2832334.txt,"Paleocene Mammals of the World: Marsupials Information on this group of mammals which were widely spread in the late Cretaceous and Tertiary, with images of a reconstruction of Alphadon and a fossil skeleton of the opossum, Pucadelphys andinus. ",Earth,Earth
in_Society_2858091.txt,"Skepbitch Scathing skepticism and social commentary provided by Dr Karen Stollznow, editor of the Skeptic magazine. ",Science,Science
and_Supplies_2840460.txt,"La Calhene Containment, manipulation and processing equipment such as isolators, telemanipulators, transfer systems, cleanrooms products; for healthcare, food, beverage, electronic and nuclear industries. ",Instruments,Instruments
and_Supplies_2841099.txt,"Capital Microscope Services, Inc. of GA. Microscopes, balances and other products for school and home use. ",Instruments,Instruments
Sciences_2869232.txt,"Perseus Project Extensive website for classical Greek: texts, dictionaries, online grammar. Greek words are hyperlinked for instant lookup (meaning and morphology). Possible download problems. ",Social,Social
in_Society_2858002.txt,"A Field Guide to Critical Thinking (Skeptical Inquirer Winter 1990) Six rules of evidential reasoning, a distillation and simplification of the scientific method. Ignoring the vowels, the letters in the word ""FiLCHeRS"" stand for the rules of Falsifiability, Logic, Comprehensiveness, Honesty, Replicability, and Sufficiency. ",Science,Science
2843201.txt,"Lycoming College Department of Mathematical Sciences (Williamsport, PA). ",Math,Math
2855659.txt,"Tureci, Hakan Postdoctoral fellow at the Institute of Quantum Electronics at ETH, Zurich, Switzerland. Includes research interests, CV and publications. ",Physics,Physics
Sciences_2875680.txt,"Arizona State University Sociology (Tempe, AZ) ",Social,Social
2791588.txt,"Giant Stars Compare planets of the solar system with some of the largest known stars. Features video with commentary, interactive multimedia and visitor comments. ",Astronomy,Astronomy
2825367.txt,"ENS Lyon - Laboratoire de Chimie - Solid-State NMR Group Solid State NMR pulse programs, references, abstracts and techniques. ",Chemistry,Chemistry
2824606.txt,"Visual Elements: Tin Image, general and physical information, source, uses, key isotopes, and ionisation energies. ",Chemistry,Chemistry
2785078.txt,Insects That Feed on Corn Ears Photographs and information on both the major and less common pests that attack corn ears with an identification key. ,Agriculture,Agriculture
Sciences_2829388.txt,"Grupo Mercator Venezuelan based company offering a range of services including geodetic, cadastral and hydrographic surveys, GPS and GIS. ",Earth,Earth
Sciences_2871472.txt,"Concordance [Win] Text analysis software. Presentation, screenshots and downloads. ",Social,Math
in_Society_2857757.txt,"Quality Products, Services and Training Offers reagents, kits and minor equipment to police forces for ballistics, fingerprinting and evidence handling. Includes catalog and online purchase from Warnbro, Western Australia. ",Science,Instruments
2810979.txt,Opuntia polycantha Species summary from the USDA Forest Service. ,Biology,Agriculture
2856604.txt,"Time Travel in Flatland? Superb pages by Patricia Schwarz, explaining special relativity, general relativity, and the basics of relativistic time travel in a hypothetical world with just two dimensions (""flatland""). ",Physics,Physics
2790973.txt,3D Solar System Simulator A free Java application that shows an interactive 3D representation of the planets and satellites of the solar system. ,Astronomy,Astronomy
2842561.txt,"TÃÂ¼bingen, Eberhard Karl University Faculty of Mathematics. ",Math,Math
2844374.txt,"Forensic Mathematics DNA identification, biostatistics, and recreational aspects of population genetics. Reports, software, links. ",Math,Math
2785492.txt,National Sunflower Association : Sunflower Oil Promotional site for the oil product. Includes background and nutritional information. ,Agriculture,Environment
Sciences_2863142.txt,"Clemson University, Clemson Department of Speech and Communication Studies offers the Bachelor of Arts. ",Social,Social
Sciences_2860620.txt,"Dialogos Journal of Greek archaeology, history, language and literature, published by Frank Cass. ",Social,Social
Sciences_2869989.txt,Speak Korean Designed to help people to learn the Korean language. ,Social,Social
in_Society_2858039.txt,"Top 10 Reasons Why No Man Has Ever Set Foot on the Moon Not-so-tongue-in-cheek page from the creator of ""A Funny Thing Happened on the Way to the Moon,"" detailing the top ten clues that there was a hoax. ",Science,Science
Sciences_2872141.txt,"Russell Kirk Web Site A fan page devoted to the postwar conservative intellectual, including an extensive archive of speeches and works and links to related sites. ",Social,Social
2847991.txt,"Research Information - Larry Lehman Includes a list of publications with abstracts, and tables of elliptic curves of small rank and various conductors. ",Math,Math
2788882.txt,"North Shore Amateur Astronomy Club Provides newsletter, upcoming events, programs, related links and gallery of astronomical images located at Groveland. ",Astronomy,Astronomy
Sciences_2829095.txt,Colorada Board of Registration for Engineers and Land Surveyors Colorada Board of Registration for Engineers and Land Surveyors ,Earth,Earth
2844677.txt,Scientific Calculator Javascript calculator with basic scientific functions. ,Math,Math
2842486.txt,Mahidol University Department of Mathematics. ,Math,Math
2837467.txt,"Ecoplan Engineering and design department specialized in cleansing drinking water, the coordination of security for building sites, and the diagnosis of asbestos. ",Environment,Environment
and_Supplies_2840759.txt,AKS Labs Designs and manufacturers explosion proof data recorders. ,Instruments,Instruments
in_Society_2857792.txt,APS Guidelines for Professional Conduct Research ethics statement and guidelines from the American Physical Society ,Science,Science
2838140.txt,Institute for Local Self Reliance (ILSR) The ILSR is a nonprofit research and educational organization that provides technical assistance and information on environmentally sound economic development strategies. ,Environment,Social
2793146.txt,NCBI's Genes and Disease Information about several medically important genes and related diseases. Illustrates the use of bioinformatics in their study. ,Biology,Biology
2851823.txt,"Statistical Analyses, Control Charts, Graphs Perform statistical analyses, create control charts, create graphs and conduct data mining techniques. ",Math,Math
2850407.txt,SourceForge.net: Project Filelist List of downloadable source code of open source programs to compute Pi. ,Math,Math
in_Society_2857556.txt,"Forensic Focus Forum for discussion of electronic evidence, data recovery, news. Includes articles, course list, weblog and related links. ",Science,Science
2806805.txt,"Cryptomeria Description of the genus, which has one species with two varieties. Includes photos. ",Biology,Biology
2839217.txt,"Water and Wastewater Equipment Manufacturers Association WWEMA is a non-profit trade organization for companies that manufacture products sold to the potable water and wastewater treatment industries. Members supply leading-edge products and technologies, offering solutions to numerous water-related environmental problems and needs. ",Environment,Environment
2826342.txt,MOLEXPLORER A search and synthesis tool in CHEMSTEP database. ,Chemistry,Chemistry
2855930.txt,"Vernier Software Maker of science hardware and software for the classroom, especially CBL products, probes, and TI programmable calculator programs. ",Physics,Instruments
2823339.txt,"York, Darrin M. Studies of nucleic acid chemistry using linear scaling quantum chemistry and hybrid quantum mechanics + molecular mechanics approaches. ",Chemistry,Chemistry
2881262.txt,"VALid Technologies Sarl Small Hydro Power Plants and power distribution - design, rehabilitation and upgrade, optimization: VALid Technologies has customized solutions for improvements to control and protection concepts and other aspects of small hydro power plants. ",Technology,Technology
2884650.txt,"International Materials Assessment and Application Centre (IMAAC) One of UNIDO's Technological Centres located at CETEM-Center for Mineral Technology, Rio de Janeiro/Brazil. Its aims to provide an international forum for more effective management and utilization of traditional and new materials. ",Technology,Technology
2787633.txt,"European Action Plan for Organic Food and Farming The project and its partners are introduced, subscription of a newsletter is possible and the national action plans are described. ",Agriculture,Agriculture
2795554.txt,PROTOOL Project to measure primary productivity of phytoplankton in European seas by using automated tools on vessels. ,Biology,Agriculture
in_Society_2857668.txt,"History of Fingerprints About the uses of latent prints from ancient times through to 1946, as part of site maintained in Fort Belvoir, Virginia. ",Science,Social
2886541.txt,"The RXTE Learning Center a forum for explaining the science the satellite RXTE does, as well as striving to introduce concepts of X-ray astronomy to the public and to provide teachers with data and lesson plans that can be used in the classroom. This NASA site also includes descriptions of discoveries RXTE has made. Ages: Upper High School to adult. ",Technology,Science
2790783.txt,"SkyNews Terence Dickinson's online information about Canadian amateur astronomers, star party listings, astrophotography articles and related photos. ",Astronomy,Astronomy
2784558.txt,"Stone Brook Resources for small flock owners in Maine, and for people thinking of becoming small flock owners; offering links including everything from mills for processing fiber, to books and periodicals, to husbandry tips. ",Agriculture,Science
2883496.txt,Oregon State University Department of Mechanical Engineering ,Technology,Technology
2786547.txt,"Nematode Management in Crucifers Information on general IPM considerations, symptoms, damage, field diagnosis and sampling, general management considerations and chemical control. ",Agriculture,Agriculture
2818769.txt,Ed Ricketts Marine biologist who lived from 1897 - 1948 and undertook research including the effect of wave shock on marine animals and plants. ,Biology,Earth
Sciences_2865856.txt,"CSV Community Partners Helps universities, colleges and schools develop opportunities for citizenship education through community involvement. ",Social,Environment
2821972.txt,"Catoctin Wildlife Preserve and Zoo Thurmont. Over 350 exotic animals on 26 beautiful acres. Membership, party, group visit, adopt-an-animal, volunteering and event information. ",Biology,Biology
Sciences_2830919.txt,Institut Maurice-Lamontagne Canada's largest French-speaking Marine Sciences Research Center. ,Earth,Earth
2791112.txt,How long does each phase of the Moon last? NASA's Dr. Marc of The Space Place answers questions about Moon phases and the lunar month. Includes GIF animation of the Moon going through its phases. ,Astronomy,Astronomy
2850534.txt,"CRM (Montreal) Centre de recherches mathÃÂ©matiques, Montreal, Canada. ",Math,Math
2839588.txt,"Northern Venture Providing on-site, pre-treatment for discharges. Capable of handling oils and greases, heavy metals, and suspended solids. Using flocculation techniques to achieve results. ",Environment,Environment
2785644.txt,"Australian Fisheries Ecologically Sustainable Development Resource for collection and dissemination of information about using the principles of ecologically sustainable development (ESD) in fisheries management. ESD is a concept related to balancing of environmental, social and economic considerations. ",Agriculture,Environment
2834439.txt,"Plant Conservation Alliance Information about projects, grants and funding, meetingsand members. ",Environment,Environment
2853851.txt,"Roger Freedman, USCB Physics Biographical materials related to Mr. Freedman, course homepages for physics classes taught by him over the past few years, advice to freshmen, and some information about the Santa Barbara area and its attractions. ",Physics,Physics
Sciences_2858560.txt,Gifford Lecture Series: Edward Tylor Biography by Sam Addison. ,Social,Math
Sciences_2831001.txt,"University of Groningen Department of Marine Biology researches into macroalgae, microalgae, marine zoology and coral reef ecology. Includes details of the Bachelor, Master and Doctoral programs. ",Earth,Biology
2788854.txt,"Indiana Astronomy Clubs Provides links to amateur astronomy clubs, observatories open to the public, and sites of interest in the state. ",Astronomy,Astronomy
2804341.txt,"Head Blight of Wheat The fungus Gibberella zeae and its anamorph, Fusarium graminearum, are the causal agent of a serious disease of wheat. Illustrated article by Tom Volk on the microscopic processes involved in the infection. ",Biology,Agriculture
2806422.txt,Juniperus Notes and descriptions of each species in the genus. ,Biology,Biology
2795656.txt,"Coastal Studies Laboratory Serves the missions of university education, coastal research, and public service/public education. ",Biology,Instruments
and_Supplies_2842183.txt,"Sarmieke Ltd (LFM) Specializes in design, supply and installation of laboratory furniture and fume hoods. ",Instruments,Instruments
2839098.txt,"National Weather Service Hydrologic Information Center Current hydrologic conditions, flood summaries, river forecasts, and related information for the U.S. Also links to other hydrometeorological information resources. ",Environment,Earth
and_Supplies_2840590.txt,"Devale Engineering Manufacturers of laboratory equipment including steam, fluid mechanics, hydraulic machinery, heat and mass transfer and instrumentation laboratory systems, computerized test benches and trainers. ",Instruments,Instruments
in_Society_2857688.txt,"Robinson's Forensic Firearms Ballistics and toolmark examiner, offering consultancy and expert testimony. Includes associations service areas, profile and contacts in Cheshire, Connecticut. ",Science,Science
in_Society_2857555.txt,"Forensics Wiki Growing project explaining digital aspects, with links to file format and practices in this area. ",Science,Astronomy
2839622.txt,"ModuTank; The Modular Tank and Secondary Containment company. Manufacturer of aboveground modular bolted steel storage tanks for water, wastewater, chemical storage, and secondary containment. Rental tanks are available. ",Environment,Environment
and_Supplies_2841481.txt,"International Microelectronics Research Corporation Research, development and manufacturing for custom sensor applications and polymer and hybrid electronic inks. ",Instruments,Technology
2834343.txt,"Tigers in Crisis Information about endangered tigers, their conservation status, and solutions. General information, a newsletter, image gallery, and an online action taking program. ",Environment,Biology
in_Society_2857920.txt,National Science Board The National Science Board is the US science policy advisor to the President and the Congress. Their homepage contains many documents on the US science and technology policy. ,Science,Science
2784181.txt,Academic Departments Searches research and teaching information for horticulture and crop science departments across the United States. ,Agriculture,Agriculture
Sciences_2864131.txt,The L-Curve Graphically describes and criticizes income distribution in the United States. ,Social,Biology
2826424.txt,CHED A chemical structure databases software for organic chemical databases including spectroscopic information. ,Chemistry,Chemistry
2850551.txt,"RÃÂ©nyi Institute AlfrÃÂ©d RÃÂ©nyi Institute of Mathematics, Hungarian Academy of Sciences, Budapest, Hungary. ",Math,Math
2824201.txt,"Lenntech: Molybdenum Physical data, chemical properties, health and environmental effects. ",Chemistry,Chemistry
2825092.txt,"Journal of Magnetic Resonance Presents original papers in the fields of nuclear magnetic resonance, electron spin resonance, and nuclear quadrupole resonance spectroscopy, as well as in related experimental techniques. Tables of contents with abstracts; full text by subscription. ",Chemistry,Physics
2853415.txt,"PLATON A versatile crystallographic program implementing a large variety of standard geometrical calculations, tests, utilities, graphics and several filters. Unix and Windows platforms. ",Physics,Astronomy
Sciences_2830124.txt,"Flooding Provides services and resources on flooding in King County, Washington. ",Earth,Agriculture
Sciences_2828920.txt,Stabila Inc. Manufactures and sells German made levels and lasers. Includes a useful FAQs section. ,Earth,Physics
and_Supplies_2840952.txt,"BioKits.com Complete kits for specialized data analysis. Such as MW markers, anatigen, protein, dotmetric protein and nucleic acid kits. ",Instruments,Chemistry
2789946.txt,"EarthSpace Learn about Solar System, space exploration and constellations. ",Astronomy,Astronomy
2790202.txt,The Astrolabe Ancient astronomical computer. ,Astronomy,Astronomy
2787614.txt,"Live Earth Products Producers of humates derived from humic shale. Information about marketing the material, and its benefits. ",Agriculture,Earth
2785022.txt,"Barley: Post-harvest Operations Provides information on pre-harvest operations, harvesting, transport, threshing, drying, cleaning and storage. ",Agriculture,Agriculture
Sciences_2875931.txt,"Monmouth College Sociology and Anthropology (Monmouth, IL) ",Social,Social
in_Society_2857659.txt,"American Forensic Nurses Inc. Offers an online forensic nursing certificate program as well as publications and other forensics information. Based in Palm Springs, California. ",Science,Science
Sciences_2864478.txt,"European Program GENEDEC Genedec aims at assessing the proposed decoupling of direct payments. Program description, papers, and contact information. ",Social,Biology
2822962.txt,"Bear Creek Scientific, LLC. Online ordering of HPLC parts and services, by brand, manufacturer or system component, from Redmond, Washington. ",Chemistry,Science
2852894.txt,G-Unit Theory: G_Unit_Frictionless_Piston Contains a program which independently derives the ideal gas law using the gravitational unit theory unified field theory quantum model. ,Physics,Physics
Sciences_2864709.txt,"American Economics Group, Inc. Offering project consulting and standard economic products and services ",Social,Social
2806892.txt,"Cycas schumanniana Grassland species abundant in savannah forests in Papua New Guinea. Pictures, morphology, distinguishing features, etymology, and history. ",Biology,Biology
2786071.txt,New Plants for Florida: Blueberry Information on the achievements made by scientists at the Florida Agricultural Experiment Station resulting in the development of disease-resistant varieties and the improvement of fruit quality. ,Agriculture,Agriculture
2825764.txt,Venkataraman Group Synthetic methodology and materials chemistry. ,Chemistry,Chemistry
2791073.txt,Planets Formation Article from a book by Angel Fernando Vitoria. ,Astronomy,Astronomy
2847853.txt,Vinogradov's Three Primes Theorem Lecture notes on the home page of Timothy Gowers (DVI format). ,Math,Math
2805682.txt,Stachybotrys chartarum Illustrated article by Tom Volk and Nik Zitomer on this deuteromycete mold which is believed to cause Ã¢ÂÂsick building syndromeÃ¢ÂÂ. ,Biology,Environment
2797349.txt,"Anoplophora glabripennis: Asian Longhorned Beetle Photographs of this beetle, with information on its habitat, appearance, life cycle and control. ",Biology,Biology
in_Society_2857980.txt,Skeptic's Dictionary: Cold Reading Encyclopedia-type article on cold reading techniques. ,Science,Science
and_Supplies_2841587.txt,"Baltic Scientific Instruments Manufacturer and supplier of radiation measurement and analysis instrumentation, MCAs, HP(Ge), SiLi and CdZnTe detectors, data analysis software for nuclear research and related fields, X-ray fluorescence analysis systems. ",Instruments,Instruments
